rank,name,position,team,salary,season
482,Andy Rautins,SG,Toronto Raptors,788872,2012
483,Marcus Cousin,C,San Antonio Spurs,788872,2012
484,Da'Sean Butler,NA,null Unknown,788872,2012
485,Robert Vaden,SG,San Antonio Spurs,788872,2012
486,Zabian Dowdell,PG,Phoenix Suns,788872,2012
487,Terrico White,SG,Phoenix Suns,788872,2012
488,Gani Lawal,PF,Philadelphia 76ers,788872,2012
489,Marqus Blakely,SF,Houston Rockets,788872,2012
490,Willie Warren,SG,LA Clippers,788872,2012
491,Pape Sy,SF,Atlanta Hawks,788872,2012
492,Magnum Rolle,NA,null Unknown,788872,2012
493,Nate Robinson,PG,Golden State Warriors,785487,2012
494,Jermaine Taylor,SG,Cleveland Cavaliers,780871,2012
495,Yi Jianlian,SF,Dallas Mavericks,771706,2012
496,Tony Gaffney,SF,Memphis Grizzlies,762195,2012
497,Jeremy Lin,G,New York Knicks,762195,2012
498,Landry Fields,SG,New York Knicks,762195,2012
499,Brian Butch,C,Utah Jazz,762195,2012
500,Hamady Ndiaye,C,Washington Wizards,762195,2012
501,Greg Stiemsma,C,Boston Celtics,762195,2012
502,Garret Siler,C,Phoenix Suns,762195,2012
503,Taylor Griffin,PF,Phoenix Suns,762195,2012
504,Darington Hobson,SG,Milwaukee Bucks,762195,2012
505,Kenny Hasbrouck,NA,null Unknown,762195,2012
506,Derrick Caracter,PF,Los Angeles Lakers,762195,2012
507,Isaiah Thomas,PG,Sacramento Kings,762195,2012
508,Devin Ebanks,SF,Los Angeles Lakers,762195,2012
509,Chris Johnson,C,Portland Trail Blazers,762195,2012
510,Samardo Samuels,PF,Cleveland Cavaliers,762195,2012
511,Luke Harangody,PF,Cleveland Cavaliers,762195,2012
512,Semih Erden,C,Cleveland Cavaliers,762195,2012
513,Jeff Adrien,SF,Houston Rockets,762195,2012
514,Curtis Jerrells,NA,null Unknown,762195,2012
515,Oliver Lafayette,G,Boston Celtics,762195,2012
516,Jeremy Evans,F,Utah Jazz,762195,2012
517,Dexter Pittman,C,Miami Heat,762195,2012
518,Dontell Jefferson,SG,Charlotte Hornets,736420,2012
519,Mike Taylor,PG,LA Clippers,736420,2012
520,Joe Crawford,SG,New York Knicks,736420,2012
521,Sun Yue,SG,Los Angeles Lakers,736420,2012
522,Walter Sharpe,PF,Detroit Pistons,736420,2012
523,DeMarcus Nelson,SG,Chicago Bulls,736420,2012
524,Othello Hunter,SF,Madrid Real Madrid,736420,2012
525,Ime Udoka,F,Philadelphia 76ers,708640,2012
526,Mike Wilks,PG,Oklahoma City Thunder,679821,2012
527,Brian Skinner,PF,Memphis Grizzlies,668434,2012
528,Allen Iverson,SG,Philadelphia 76ers,650686,2012
529,Jeremy Tyler,C,Golden State Warriors,650000,2012
530,Acie Law,PG,Golden State Warriors,633253,2012
531,Josh Selby,PG,Memphis Grizzlies,550000,2012
532,Trey Thompkins,PF,LA Clippers,535000,2012
533,Erick Dampier,C,Atlanta Hawks,530547,2012
534,Jason Williams,PG,Orlando Magic,524964,2012
535,Ish Smith,PG,Orlando Magic,522472,2012
536,Travis Leslie,PG,LA Clippers,500000,2012
537,Malcolm Lee,SG,Minnesota Timberwolves,500000,2012
538,Ryan Reid,PF,Oklahoma City Thunder,475000,2012
539,Cory Higgins,PG,Charlotte Bobcats,473604,2012
540,Shelvin Mack,G,Washington Wizards,473604,2012
541,Sherron Collins,PG,Charlotte Hornets,473604,2012
542,Josh Harrellson,C,New York Knicks,473604,2012
543,Lavoy Allen,F,Philadelphia 76ers,473604,2012
544,Chris Wright,SF,Golden State Warriors,473604,2012
545,Pooh Jeter,PG,Sacramento Kings,473604,2012
546,Terrel Harris,SG,Miami Heat,473604,2012
547,Charles Jenkins,PG,Golden State Warriors,473604,2012
548,Justin Harper,PF,Orlando Magic,473604,2012
549,Stanley Robinson,NA,null Unknown,473604,2012
550,Mychel Thompson,SF,Cleveland Cavaliers,473604,2012
551,Dennis Horner,PF,New Jersey Nets,473604,2012
552,Jordan Williams,C,New Jersey Nets,473604,2012
553,Brian Zoubek,NA,null Unknown,473604,2012
554,Greg Smith,PF,Houston Rockets,473604,2012
555,Jon Leuer,F,Milwaukee Bucks,473604,2012
556,Tiny Gallon,NA,null Unknown,473604,2012
557,DeAndre Liggins,G,Orlando Magic,473604,2012
558,Patrick Beverley,PG,LA Clippers,473604,2012
559,Andrew Goudelock,PG,Los Angeles Lakers,473604,2012
560,Matt Janning,SG,Denver Nuggets,473604,2012
561,Ivan Johnson,PF,Atlanta Hawks,473604,2012
562,Julyan Stone,G,Denver Nuggets,473604,2012
563,Tyshawn Taylor,PG,New Orleans Pelicans,473604,2012
564,Darius Morris,G,Los Angeles Lakers,473604,2012
565,E'Twaun Moore,SG,Boston Celtics,473604,2012
566,Vernon Macklin,PF,Detroit Pistons,473604,2012
567,Jerome Jordan,C,New York Knicks,473604,2012
568,Carldell Johnson,PG,New Orleans Hornets,473604,2012
569,Trey Gilder,SF,Utah Jazz,457588,2012
570,Marcus Landry,SF,Milwaukee Bucks,457588,2012
571,Deron Washington,NA,null Unknown,457588,2012
572,Kyrylo Fesenko,C,Indiana Pacers,435000,2012
573,Joel Przybilla,C,Portland Trail Blazers,420304,2012
574,Gerald Green,SG,New Jersey Nets,413413,2012
575,Peja Stojakovic,SF,Dallas Mavericks,402065,2012
576,Walker Russell Jr.,PG,Detroit Pistons,374300,2012
577,Ronny Turiaf,C,Washington Wizards,319128,2012
578,Lance Thomas,F,New Orleans Hornets,305551,2012
579,Kelenna Azubuike,SF,Dallas Mavericks,280192,2012
580,Gilbert Arenas,PG,Memphis Grizzlies,261829,2012
581,Terrence Williams,SG,Sacramento Kings,254938,2012
582,Manny Harris,PG,Cleveland Cavaliers,252016,2012
583,Ryan Hollins,C,Cleveland Cavaliers,248048,2012
584,Boris Diaw,C,Charlotte Bobcats,241158,2012
585,Bobby Simmons,SF,LA Clippers,234268,2012
586,Mustafa Shakur,PG,Oklahoma City Thunder,226162,2012
587,Earl Boykins,PG,Houston Rockets,220487,2012
588,Mike James,PG,Chicago Bulls,220487,2012
589,Alan Anderson,SG,Toronto Raptors,213597,2012
590,Patty Mills,PG,San Antonio Spurs,213517,2012
591,Al Thornton,SF,Golden State Warriors,211084,2012
592,Travis Diener,PG,Portland Trail Blazers,208802,2012
593,Leon Powe,PF,Memphis Grizzlies,201033,2012
594,Cartier Martin,PF,Washington Wizards,199816,2012
595,Carlos Arroyo,PG,Boston Celtics,196007,2012
596,Ben Uzoh,PG,Toronto Raptors,190548,2012
597,Donald Sloan,G,Cleveland Cavaliers,160414,2012
598,Courtney Fortson,PG,LA Clippers,156595,2012
599,James Singleton,F,Washington Wizards,151585,2012
600,Mickell Gladness,C,Miami Heat,137498,2012
601,Blake Ahearn,G,Utah Jazz,117134,2012
602,Armon Johnson,PG,Portland Trail Blazers,104494,2012
603,Jamario Moon,SF,Charlotte Bobcats,96017,2012
604,Garrett Temple,SG,Brooklyn Nets,80703,2012
605,Morris Almond,SG,Washington Wizards,75793,2012
606,Mikki Moore,C,Golden State Warriors,75793,2012
607,Dan Gadzuric,C,New York Knicks,69393,2012
608,Jerome Dyson,PG,New Orleans Hornets,64930,2012
609,Diamon Simpson,SF,Houston Rockets,57291,2012
610,Darryl Watkins,C,New Orleans Hornets,55321,2012
611,Sean Williams,PF,Dallas Mavericks,49966,2012
612,Lester Hudson,SG,Memphis Grizzlies,48232,2012
613,Cedric Jackson,G,Cleveland Cavaliers,40375,2012
614,Jeff Foote,C,New Orleans Hornets,38194,2012
615,Othyus Jeffers,SG,Minnesota Timberwolves,35868,2012
616,D.J. Kennedy,SG,Cleveland Cavaliers,22916,2012
617,Larry Owens,SF,New Jersey Nets,22287,2012
618,Mario West,SG,Brooklyn Nets,20103,2012
619,Xavier Silas,G,Philadelphia 76ers,11458,2012
1,Kobe Bryant,SF,Los Angeles Lakers,30453805,2013
2,Dirk Nowitzki,F,Dallas Mavericks,20907128,2013
3,Amar'e Stoudemire,C,New York Knicks,19948799,2013
4,Joe Johnson,G,Brooklyn Nets,19752645,2013
5,Carmelo Anthony,PF,New York Knicks,19444503,2013
6,Pau Gasol,PF,Los Angeles Lakers,19285850,2013
7,Chris Bosh,PF,Miami Heat,19067500,2013
8,LeBron James,SF,Miami Heat,19067500,2013
9,Dwyane Wade,G,Miami Heat,18673000,2013
10,Chris Paul,PG,LA Clippers,18668431,2013
11,Kevin Durant,SF,Oklahoma City Thunder,17832626,2013
12,Derrick Rose,PG,Chicago Bulls,17632688,2013
13,Deron Williams,PG,Brooklyn Nets,17177795,2013
14,Andrew Bynum,C,Philadelphia 76ers,16889000,2013
15,Paul Pierce,SF,Boston Celtics,16790345,2013
16,Zach Randolph,F,Memphis Grizzlies,16500000,2013
17,Rudy Gay,SF,Memphis Grizzlies,16460538,2013
18,Carlos Boozer,PF,Chicago Bulls,15300000,2013
19,Andre Iguodala,SG,Denver Nuggets,14968250,2013
20,Russell Westbrook,PG,Oklahoma City Thunder,14693906,2013
21,Emeka Okafor,C,Washington Wizards,14487500,2013
22,Luol Deng,F,Chicago Bulls,14275000,2013
23,Manu Ginobili,G,San Antonio Spurs,14107492,2013
24,Marc Gasol,C,Memphis Grizzlies,13891359,2013
25,Blake Griffin,PF,LA Clippers,13701250,2013
26,Brook Lopez,C,Brooklyn Nets,13668750,2013
27,Eric Gordon,SG,New Orleans Hornets,13668750,2013
28,Roy Hibbert,C,Indiana Pacers,13668750,2013
29,Kevin Love,PF,Minnesota Timberwolves,13668750,2013
30,Tyson Chandler,C,New York Knicks,13604188,2013
31,LaMarcus Aldridge,PF,Portland Trail Blazers,13500000,2013
32,Al Jefferson,C,Utah Jazz,13500000,2013
33,Ben Gordon,SG,Charlotte Bobcats,13200000,2013
34,Josh Smith,PF,Atlanta Hawks,13200000,2013
35,Danny Granger,SF,Indiana Pacers,13058606,2013
36,Andrew Bogut,C,Golden State Warriors,13000000,2013
37,Nene Hilario,C,Washington Wizards,13000000,2013
38,David Lee,PF,Golden State Warriors,12744000,2013
39,Tony Parker,G,San Antonio Spurs,12500000,2013
40,Kevin Martin,SG,Oklahoma City Thunder,12439675,2013
41,Serge Ibaka,C,Oklahoma City Thunder,12350000,2013
42,Al Horford,PF,Atlanta Hawks,12000000,2013
43,Kris Humphries,PF,Brooklyn Nets,12000000,2013
44,Hedo Turkoglu,SF,Orlando Magic,12000000,2013
45,Kevin Garnett,PF,Boston Celtics,11566265,2013
46,Joakim Noah,C,Chicago Bulls,11100000,2013
47,Jose Calderon,G,Toronto Raptors,11046591,2013
48,Rajon Rondo,PG,Boston Celtics,11000000,2013
49,Monta Ellis,SG,Milwaukee Bucks,11000000,2013
50,DeAndre Jordan,C,LA Clippers,10986550,2013
51,Corey Maggette,SF,Detroit Pistons,10924138,2013
52,Mehmet Okur,C,Brooklyn Nets,10890000,2013
53,Nicolas Batum,SG,Portland Trail Blazers,10850000,2013
54,Richard Jefferson,F,Golden State Warriors,10164000,2013
55,Stephen Jackson,SF,San Antonio Spurs,10059750,2013
56,Andrea Bargnani,C,Toronto Raptors,10000000,2013
57,JaVale McGee,C,Denver Nuggets,10000000,2013
58,David West,F,Indiana Pacers,10000000,2013
59,Andrei Kirilenko,SF,Minnesota Timberwolves,9779349,2013
60,Gerald Wallace,SF,Brooklyn Nets,9682435,2013
61,Tim Duncan,C,San Antonio Spurs,9638554,2013
62,Cuttino Mobley,SG,LA Clippers,9500000,2013
63,Danilo Gallinari,PF,Denver Nuggets,9439000,2013
64,Steve Nash,PG,Los Angeles Lakers,9300500,2013
65,Andris Biedrins,C,Golden State Warriors,9000000,2013
66,Ryan Anderson,PF,New Orleans Hornets,8700000,2013
67,Shawn Marion,SG,Dallas Mavericks,8646364,2013
68,Paul Millsap,PF,Utah Jazz,8603633,2013
69,Jameer Nelson,G,Orlando Magic,8600000,2013
70,Rodney Stuckey,PG,Detroit Pistons,8500000,2013
71,Mo Williams,PG,Utah Jazz,8500000,2013
72,Devin Harris,G,Atlanta Hawks,8500000,2013
73,Kendrick Perkins,C,Oklahoma City Thunder,8477437,2013
74,Jeff Green,PF,Boston Celtics,8385000,2013
75,Jeremy Lin,G,Houston Rockets,8374646,2013
76,Omer Asik,C,Houston Rockets,8374646,2013
77,Anderson Varejao,C,Cleveland Cavaliers,8368182,2013
78,Thaddeus Young,PF,Philadelphia 76ers,8289130,2013
79,Marvin Williams,PF,Utah Jazz,8287500,2013
80,John Salmons,SF,Sacramento Kings,8083000,2013
81,Charlie Villanueva,PF,Detroit Pistons,8060000,2013
82,Tyrus Thomas,PF,Charlotte Bobcats,8000000,2013
83,Caron Butler,SF,LA Clippers,8000000,2013
84,Chris Kaman,C,Dallas Mavericks,8000000,2013
85,George Hill,PG,Indiana Pacers,8000000,2013
86,Mark Blount,C,Miami Heat,7967375,2013
87,Ersan Ilyasova,PF,Milwaukee Bucks,7900000,2013
88,Arron Afflalo,G,Orlando Magic,7750000,2013
89,Metta World Peace,SF,Los Angeles Lakers,7727500,2013
90,Trevor Ariza,SF,Washington Wizards,7727280,2013
91,Marcin Gortat,C,Phoenix Suns,7727280,2013
92,James Posey,SF,Indiana Pacers,7595600,2013
93,Marcus Thornton,SG,Sacramento Kings,7525000,2013
94,Mike Conley,PG,Memphis Grizzlies,7505786,2013
95,Goran Dragic,PG,Phoenix Suns,7500000,2013
96,John Wall,PG,Washington Wizards,7459925,2013
97,Taj Gibson,C,Chicago Bulls,7415730,2013
98,Beno Udrih,PG,Orlando Magic,7372000,2013
99,Al Harrington,PF,Orlando Magic,7148600,2013
100,Tayshaun Prince,SF,Memphis Grizzlies,6764045,2013
101,JJ Redick,SG,Orlando Magic,6750000,2013
102,Samuel Dalembert,C,Milwaukee Bucks,6698565,2013
103,Drew Gooden,PF,Milwaukee Bucks,6687400,2013
104,Morris Peterson,SG,Oklahoma City Thunder,6665000,2013
105,Andres Nocioni,SF,Madrid Real Madrid,6650000,2013
106,Jerome James,C,Chicago Bulls,6600000,2013
107,Wesley Matthews,SG,Portland Trail Blazers,6505320,2013
108,Spencer Hawes,PF,Philadelphia 76ers,6500000,2013
109,Glen Davis,PF,Orlando Magic,6400000,2013
110,Channing Frye,F,Phoenix Suns,6400000,2013
111,Landry Fields,SG,Toronto Raptors,6250000,2013
112,Mike Miller,SG,Miami Heat,6200000,2013
113,Francisco Garcia,SG,Sacramento Kings,6100000,2013
114,Luke Walton,SF,Cleveland Cavaliers,6091363,2013
115,Amir Johnson,F,Toronto Raptors,6050000,2013
116,Michael Beasley,SF,Phoenix Suns,6000000,2013
117,Brandon Bass,PF,Boston Celtics,6000000,2013
118,Wilson Chandler,SF,Denver Nuggets,5930414,2013
119,James Harden,SG,Houston Rockets,5820417,2013
120,Jason Richardson,SG,Philadelphia 76ers,5799625,2013
121,Kyle Lowry,PG,Toronto Raptors,5750000,2013
122,Nick Young,G,Philadelphia 76ers,5600000,2013
123,Chuck Hayes,PF,Sacramento Kings,5486250,2013
124,Sasha Vujacic,SG,New York Knicks,5475113,2013
125,Jarrett Jack,G,Golden State Warriors,5400000,2013
126,Kyrie Irving,PG,Cleveland Cavaliers,5375760,2013
127,Evan Turner,SG,Philadelphia 76ers,5293080,2013
128,Tyreke Evans,G,Sacramento Kings,5250825,2013
129,Jason Thompson,PF,Sacramento Kings,5250000,2013
130,Zaza Pachulia,C,Atlanta Hawks,5248750,2013
131,Jamal Crawford,SG,LA Clippers,5225000,2013
132,Antonio McDyess,PF,San Antonio Spurs,5220000,2013
133,Speedy Claxton,PG,Atlanta Hawks,5209454,2013
134,Martell Webster,SF,Washington Wizards,5150000,2013
135,Anthony Davis,PF,New Orleans Hornets,5144280,2013
136,Brad Miller,C,New Orleans Pelicans,5104000,2013
137,Brandon Roy,SG,Minnesota Timberwolves,5100000,2013
138,Jason Maxiell,PF,Detroit Pistons,5000000,2013
139,Ramon Sessions,G,Charlotte Bobcats,5000000,2013
140,Andre Miller,PG,Denver Nuggets,5000000,2013
141,Kyle Korver,SG,Atlanta Hawks,5000000,2013
142,Jason Terry,G,Boston Celtics,5000000,2013
143,Lou Williams,SG,Atlanta Hawks,5000000,2013
144,Courtney Lee,SG,Boston Celtics,5000000,2013
145,Richard Hamilton,SG,Chicago Bulls,5000000,2013
146,Robin Lopez,C,New Orleans Hornets,4899293,2013
147,Marcus Banks,PG,New Orleans Pelicans,4847586,2013
148,Nikola Pekovic,C,Minnesota Timberwolves,4837200,2013
149,Darius Songaila,PF,Philadelphia 76ers,4818000,2013
150,Derrick Williams,PF,Minnesota Timberwolves,4809840,2013
151,Michael Kidd-Gilchrist,SF,Charlotte Bobcats,4809840,2013
152,Luc Mbah a Moute,PF,Milwaukee Bucks,4794192,2013
153,Daniel Gibson,SG,Cleveland Cavaliers,4792332,2013
154,Victor Oladipo,SG,Indiana Pacers,4763760,2013
155,Derrick Favors,C,Utah Jazz,4753320,2013
156,Linas Kleiza,SF,Toronto Raptors,4600000,2013
157,Marcus Camby,C,New York Knicks,4590338,2013
158,Luis Scola,PF,Phoenix Suns,4508504,2013
159,Boris Diaw,C,San Antonio Spurs,4500000,2013
160,Jonas Jerebko,F,Detroit Pistons,4500000,2013
161,J.J. Barea,PG,Minnesota Timberwolves,4493500,2013
162,Udonis Haslem,PF,Miami Heat,4340000,2013
163,Bradley Beal,SG,Washington Wizards,4319280,2013
164,Enes Kanter,C,Utah Jazz,4319280,2013
165,Wesley Johnson,F,Phoenix Suns,4285560,2013
166,Otto Porter Jr.,SF,Chicago Bulls,4278000,2013
167,Jordan Farmar,PG,Sacramento Kings,4250000,2013
168,Jared Dudley,SF,Phoenix Suns,4250000,2013
169,Marreese Speights,F,Memphis Grizzlies,4200000,2013
170,Dorell Wright,SF,Philadelphia 76ers,4106000,2013
171,Bruce Bowen,SF,San Antonio Spurs,4100000,2013
172,Charlie Bell,SG,Golden State Warriors,4099920,2013
173,Greg Buckner,SG,Memphis Grizzlies,4080915,2013
174,Kirk Hinrich,SG,Chicago Bulls,4059000,2013
175,Steve Novak,SF,New York Knicks,4054055,2013
176,O.J. Mayo,SG,Dallas Mavericks,4020000,2013
177,Mario Chalmers,G,Miami Heat,4000000,2013
178,Luke Ridnour,PG,Minnesota Timberwolves,4000000,2013
179,JJ Hickson,C,Portland Trail Blazers,4000000,2013
180,Ian Mahinmi,C,Indiana Pacers,4000000,2013
181,Anthony Morrow,SG,Dallas Mavericks,4000000,2013
182,Brandon Rush,F,Golden State Warriors,4000000,2013
183,Carl Landry,PF,Golden State Warriors,4000000,2013
184,Hakim Warrick,PF,Charlotte Bobcats,4000000,2013
185,Steve Blake,PG,Los Angeles Lakers,4000000,2013
186,Ryan Gomes,SF,Boston Celtics,4000000,2013
187,Stephen Curry,PG,Golden State Warriors,3958742,2013
188,Tiago Splitter,C,San Antonio Spurs,3944000,2013
189,Thabo Sefolosha,SF,Oklahoma City Thunder,3900000,2013
190,Tristan Thompson,C,Cleveland Cavaliers,3894240,2013
191,DeMarcus Cousins,C,Sacramento Kings,3880800,2013
192,Cody Zeller,C,Charlotte Hornets,3857040,2013
193,Joel Anthony,PF,Miami Heat,3800000,2013
194,Ricky Rubio,PG,Minnesota Timberwolves,3741120,2013
195,Dion Waiters,SG,Cleveland Cavaliers,3726600,2013
196,Matt Bonner,C,San Antonio Spurs,3630000,2013
197,Jordan Hill,C,Los Angeles Lakers,3563600,2013
198,Ekpe Udoh,F,Milwaukee Bucks,3524880,2013
199,D.J. Augustin,PG,Indiana Pacers,3500000,2013
200,Shannon Brown,PG,Phoenix Suns,3500000,2013
201,Danny Green,SG,San Antonio Spurs,3500000,2013
202,Chris Duhon,PG,Los Angeles Lakers,3500000,2013
203,Alonzo Gee,SF,Cleveland Cavaliers,3500000,2013
204,Gerald Green,SG,Indiana Pacers,3500000,2013
205,Matt Carroll,SG,Charlotte Bobcats,3500000,2013
206,Johan Petro,C,Atlanta Hawks,3500000,2013
207,Raymond Felton,G,New York Knicks,3480453,2013
208,Raja Bell,SG,Utah Jazz,3480000,2013
209,Jonas Valanciunas,C,Toronto Raptors,3374640,2013
210,Thomas Robinson,F,Sacramento Kings,3374640,2013
211,DeMar DeRozan,SF,Toronto Raptors,3344250,2013
212,Jan Vesely,PF,Washington Wizards,3340920,2013
213,Tony Allen,SG,Memphis Grizzlies,3300000,2013
214,Shane Battier,SF,Miami Heat,3270000,2013
215,Matt Barnes,SF,LA Clippers,3250000,2013
216,Will Bynum,PG,Detroit Pistons,3250000,2013
217,Corey Brewer,SG,Denver Nuggets,3243000,2013
218,Ray Allen,SG,Miami Heat,3229050,2013
219,Greg Monroe,C,Detroit Pistons,3217680,2013
220,Mike Dunleavy,SG,Milwaukee Bucks,3183000,2013
221,Brandon Jennings,G,Milwaukee Bucks,3179493,2013
222,Timofey Mozgov,C,Denver Nuggets,3140429,2013
223,Shawne Williams,SF,Minnesota Timberwolves,3135000,2013
224,Jason Kidd,PG,New York Knicks,3090000,2013
225,Mirza Teletovic,PF,Brooklyn Nets,3090000,2013
226,Vince Carter,G,Dallas Mavericks,3090000,2013
227,Damian Lillard,PG,Portland Trail Blazers,3065040,2013
228,Tyler Hansbrough,PF,Indiana Pacers,3055259,2013
229,Bismack Biyombo,C,Charlotte Bobcats,3049920,2013
230,Joel Freeland,C,Portland Trail Blazers,3013512,2013
231,Darrell Arthur,F,Memphis Grizzlies,3006217,2013
232,Lavoy Allen,F,Philadelphia 76ers,3000000,2013
233,Kosta Koufos,C,Denver Nuggets,3000000,2013
234,Travis Outlaw,SF,Sacramento Kings,3000000,2013
235,Jerryd Bayless,G,Memphis Grizzlies,3000000,2013
236,Carlos Delfino,SG,Houston Rockets,3000000,2013
237,Jeff Foster,PF,Indiana Pacers,3000000,2013
238,Austin Daye,SF,Memphis Grizzlies,2958077,2013
239,Al-Farouq Aminu,PF,New Orleans Hornets,2947800,2013
240,Alexey Shved,PG,Minnesota Timberwolves,2934610,2013
241,Dahntay Jones,SG,Dallas Mavericks,2900000,2013
242,Julian Wright,SF,Toronto Raptors,2858057,2013
243,Mark Madsen,PF,Minnesota Timberwolves,2840000,2013
244,Kwame Brown,C,Philadelphia 76ers,2819044,2013
245,James Johnson,PF,Sacramento Kings,2812006,2013
246,JR Smith,SG,New York Knicks,2806452,2013
247,Harrison Barnes,SF,Golden State Warriors,2798040,2013
248,Kevin Seraphin,C,Washington Wizards,2761114,2013
249,Eduardo Najera,PF,Charlotte Hornets,2750000,2013
250,Gordon Hayward,SF,Utah Jazz,2709720,2013
251,David Andersen,C,Fenerbahce Ulker Fenerbahce Ulker,2685185,2013
252,Brandon Knight,PG,Detroit Pistons,2678640,2013
253,Jrue Holiday,SG,Philadelphia 76ers,2674852,2013
254,Josh McRoberts,PF,Charlotte Bobcats,2652000,2013
255,Quentin Richardson,SF,New York Knicks,2627400,2013
256,Eric Bledsoe,PG,LA Clippers,2626473,2013
257,Nick Collison,F,Oklahoma City Thunder,2585668,2013
258,Greg Stiemsma,C,Minnesota Timberwolves,2575000,2013
259,Aaron Gray,C,Toronto Raptors,2575000,2013
260,Paul George,SG,Indiana Pacers,2574120,2013
261,Kemba Walker,PG,Charlotte Bobcats,2568360,2013
262,Terrence Ross,SG,Toronto Raptors,2563320,2013
263,Ty Lawson,G,Denver Nuggets,2544529,2013
264,Randy Foye,SG,Utah Jazz,2500000,2013
265,Jason Smith,F,New Orleans Hornets,2500000,2013
266,Cole Aldrich,C,Sacramento Kings,2445480,2013
267,Jeff Teague,PG,Atlanta Hawks,2433077,2013
268,Aaron Brooks,G,Sacramento Kings,2400000,2013
269,Ricky Davis,SG,LA Clippers,2400000,2013
270,Andre Drummond,C,Detroit Pistons,2356320,2013
271,Trevor Booker,F,Washington Wizards,2350820,2013
272,Jimmer Fredette,G,Sacramento Kings,2339040,2013
273,Xavier Henry,SG,New Orleans Hornets,2323200,2013
274,Earl Watson,PG,Utah Jazz,2300000,2013
275,Omri Casspi,F,Cleveland Cavaliers,2277306,2013
276,Anthony Parker,SG,Cleveland Cavaliers,2250000,2013
277,Ben Wallace,PF,Detroit Pistons,2246400,2013
278,DeShawn Stevenson,SG,Atlanta Hawks,2240450,2013
279,Austin Rivers,PG,New Orleans Hornets,2238360,2013
280,Rodrigue Beaubois,PG,Dallas Mavericks,2227333,2013
281,C.J. Miles,SG,Cleveland Cavaliers,2225000,2013
282,Klay Thompson,SG,Golden State Warriors,2222160,2013
283,Ed Davis,C,Memphis Grizzlies,2207040,2013
284,Rudy Fernandez,SG,Madrid Real Madrid,2180443,2013
285,Meyers Leonard,C,Portland Trail Blazers,2126520,2013
286,Alec Burks,SG,Utah Jazz,2111160,2013
287,Jeremy Lamb,SG,Oklahoma City Thunder,2111160,2013
288,Elton Brand,PF,Dallas Mavericks,2100500,2013
289,Patrick Patterson,PF,Sacramento Kings,2096760,2013
290,Markieff Morris,PF,Phoenix Suns,2091840,2013
